Date,M3,M6,YR1,YR2,YR3,YR4,YR5,YR6,YR7,YR8,YR9,YR10,YR15,YR20,YR30
31/12/2005,4.611936873,4.536166566,4.467567393,4.469288892,4.489875248,4.487143742,4.481717286,4.468052338,4.451510112,4.434710854,4.414815863,4.394662509,4.308051217,4.214354282,4.057911013
31/01/2006,4.572005771,4.563617972,4.573196884,4.633079798,4.642411958,4.618579466,4.594417375,4.567339164,4.540004957,4.509401244,4.478529886,4.447011246,4.288701186,4.136448712,3.893836004
28/02/2006,4.552871416,4.547147784,4.564837678,4.625833508,4.650412325,4.631726845,4.60739246,4.582916984,4.555441365,4.527578486,4.499478889,4.467809815,4.312316804,4.159306252,3.92067239
31/03/2006,4.58561012,4.606653774,4.667521177,4.766364563,4.798686578,4.792476369,4.775772144,4.761876724,4.74225646,4.716631391,4.690749203,4.661605221,4.518981721,4.372244579,4.143893742
30/04/2006,4.638155961,4.663874463,4.749513919,4.902686162,4.975517374,5.000070327,5.009356925,5.008060398,4.998716359,4.983605291,4.965486198,4.94423687,4.804972284,4.645762838,4.361767359
31/05/2006,4.682358737,4.727078587,4.821266412,4.967496719,5.015480591,5.019434345,5.007581382,4.993182329,4.973142141,4.94725339,4.920949044,4.891355248,4.737191966,4.574565013,4.299808351
30/06/2006,4.722625872,4.757582485,4.882604631,5.029693491,5.089656529,5.103778389,5.094342897,5.079698163,5.059446467,5.036137173,5.009666344,4.979906525,4.827644342,4.663498861,4.377837244
31/07/2006,4.747347795,4.808882051,4.91413406,5.000637593,5.030387714,5.029346349,5.015309616,4.998478618,4.975886711,4.953057685,4.926974454,4.897629228,4.747166831,4.587624687,4.307701474
31/08/2006,4.951966022,5.031180154,5.109702513,5.117071093,5.091309036,5.052003965,5.014876423,4.980020273,4.941859248,4.902805925,4.866068267,4.828897893,4.671226244,4.515711971,4.241639189
30/09/2006,5.042522116,5.114966661,5.139232741,5.11824294,5.077399194,5.041136772,5.006945549,4.972348717,4.936849303,4.897826723,4.858237336,4.81810342,4.635775562,4.465114984,4.17746646
31/10/2006,5.157356727,5.227354233,5.29541494,5.264321319,5.213347416,5.156066723,5.097812291,5.038875112,4.98165918,4.926386788,4.873414231,4.819126447,4.594782907,4.389013687,4.061601745
30/11/2006,5.217024199,5.261070734,5.291260759,5.249079273,5.200689027,5.143566051,5.082795462,5.021189975,4.961560607,4.903390806,4.844277583,4.79054502,4.571200371,4.379214767,4.094977692
31/12/2006,5.286277214,5.358064894,5.430396765,5.433532235,5.410240654,5.360271618,5.301495543,5.242286041,5.181616293,5.119978946,5.060498984,5.0032521,4.768749402,4.561258284,4.220755375
31/01/2007,5.554465518,5.633477427,5.707130449,5.713052537,5.669375211,5.614156656,5.550000598,5.479416078,5.410404107,5.340615683,5.275105513,5.211731253,4.945734521,4.714628255,4.363800689
28/02/2007,5.494798237,5.552112965,5.583084412,5.566156075,5.509930015,5.447204588,5.383545469,5.318954287,5.253107649,5.189381059,5.127048808,5.066866184,4.824324365,4.606941199,4.283329754
31/03/2007,5.571567971,5.641352267,5.694725618,5.678197789,5.631989667,5.579714692,5.526652991,5.472775315,5.417558405,5.361331284,5.304386325,5.249364312,5.008720894,4.793873384,4.468601575
30/04/2007,5.685887326,5.74781906,5.805685117,5.759668685,5.711197812,5.659304484,5.606143215,5.552059552,5.496947829,5.443737938,5.389921455,5.337613755,5.114600335,4.903465054,4.564047606
31/05/2007,5.767048807,5.860653545,5.956624398,6.008924199,5.974825618,5.916337142,5.849051109,5.77781094,5.708611138,5.640653207,5.574677666,5.513691763,5.24694586,4.999598994,4.6075333
30/06/2007,5.954812205,6.031347914,6.130006951,6.214378326,6.213103645,6.180371163,6.125579591,6.061827331,5.996705111,5.930500281,5.863476497,5.801370509,5.516618942,5.246425139,4.822240384
31/07/2007,5.996064869,6.055778524,6.096041878,6.101370673,6.08312118,6.043507785,5.986775163,5.923462016,5.8590801,5.790598192,5.724310229,5.662557873,5.383530329,5.137847898,4.73934797
31/08/2007,6.636992318,6.525836468,6.365977647,6.067546659,5.961022695,5.874807028,5.802463024,5.736594905,5.66853181,5.601806727,5.53698497,5.47678979,5.225563268,5.003670407,4.636137816
30/09/2007,6.254570012,6.193997993,6.010286552,5.643297446,5.570904716,5.529722462,5.494742472,5.466752074,5.437586769,5.404574159,5.373867219,5.342332599,5.158431428,4.966354797,4.63991968
31/10/2007,6.227130882,6.14564667,5.968721573,5.671796517,5.602374151,5.542026266,5.496152687,5.45151609,5.40565567,5.358910786,5.313780889,5.270877442,5.059890093,4.866267719,4.55188809
30/11/2007,6.55145218,6.240419563,5.875280635,5.433160926,5.333758483,5.280427398,5.235549316,5.202826478,5.171528498,5.136313697,5.106280981,5.078441364,4.935794629,4.812439896,4.596410382
31/12/2007,5.949144705,5.852915645,5.585764163,5.132749418,5.058566924,5.036344263,5.014908804,4.997822677,4.98275363,4.964162323,4.948064085,4.931407503,4.819615669,4.696313361,4.456911409
31/01/2008,5.540881673,5.454474984,5.226690412,4.874948016,4.86757766,4.891024229,4.905661777,4.9173404,4.923208885,4.926262442,4.929263739,4.929236557,4.854491574,4.72481589,4.486638707
29/02/2008,5.697351907,5.615015374,5.412049742,4.809843213,4.79029046,4.836252522,4.873202256,4.904376164,4.924147012,4.93850671,4.949984189,4.958592943,4.916320101,4.815049151,4.557731067
31/03/2008,5.963371132,5.887656016,5.679376403,4.994574933,4.944645416,4.928860319,4.918753755,4.912932363,4.909169825,4.901987753,4.894383219,4.883424638,4.82055063,4.714699426,4.418983012
30/04/2008,5.796556124,5.754544022,5.651624102,5.299157753,5.265566798,5.231538157,5.195967639,5.162027773,5.132847751,5.105973948,5.081140874,5.055684368,4.945231954,4.782846145,4.407048118
31/05/2008,5.810501324,5.89321589,5.969986997,5.884368467,5.838840907,5.755257517,5.664675586,5.572571943,5.490790422,5.418586143,5.354182671,5.300725498,5.086760752,4.878860504,4.404993145
30/06/2008,5.896597905,6.064081538,6.249346268,6.141157875,6.10869603,6.043538745,5.941255969,5.837157699,5.740311854,5.650898515,5.571684485,5.500575809,5.19313657,4.914601469,4.395653979
31/07/2008,5.737005554,5.884844745,5.98773309,5.498673867,5.484651238,5.461756585,5.410019758,5.351300246,5.291339036,5.239240927,5.188653594,5.140225391,4.918443428,4.662300868,4.248257241
31/08/2008,5.696003335,5.822713365,5.844682813,5.275853423,5.256141656,5.220721066,5.172392943,5.11979127,5.066200511,5.019772638,4.978420216,4.939181556,4.768520795,4.548789159,4.125626569
30/09/2008,6.251248338,6.301880343,6.315084,5.212875918,5.160516705,5.129104273,5.088513493,5.051275044,5.015304546,4.981080871,4.954750504,4.9273839,4.776500962,4.564853487,4.154758608
31/10/2008,5.791173752,5.863722748,5.835896428,4.155563221,4.310520246,4.447886714,4.549916067,4.621994834,4.683037006,4.731065302,4.773768758,4.802031271,4.79310778,4.519777116,3.989015772
30/11/2008,3.877248599,4.007833498,4.033277653,3.111647166,3.306370701,3.491836273,3.634398561,3.746221318,3.834311104,3.904998135,3.965212259,4.020806374,4.206132631,3.973407572,3.451553799
31/12/2008,2.763497932,2.939439719,3.027456544,2.577377443,2.827209798,3.005999192,3.138578447,3.238064008,3.311742923,3.369453663,3.417543536,3.455261437,3.708288614,3.573193751,3.194914908
31/01/2009,2.162236378,2.332861836,2.449006578,2.034705248,2.374592357,2.700024996,2.962812886,3.186994589,3.378558676,3.542025915,3.679576336,3.793589873,4.120395237,4.000051666,3.532848343
28/02/2009,2.049014371,2.221109004,2.352191633,2.286280445,2.590853889,2.887935563,3.127175895,3.330122434,3.49736433,3.644263114,3.767848524,3.870531579,4.278912019,4.213886511,3.813738835
31/03/2009,1.646022932,1.862630965,2.049483864,2.065037083,2.467409025,2.797178895,3.039293612,3.225330032,3.373173136,3.493625393,3.593072608,3.684052698,4.068818105,4.030420745,3.781419545
30/04/2009,1.449815,1.649624585,1.896894655,2.049123438,2.487188289,2.820526652,3.056139611,3.244694558,3.399779935,3.534801085,3.640904141,3.731343208,4.051943842,4.0227055,3.744202684
31/05/2009,1.25867818,1.478286225,1.739927713,1.933543409,2.549045715,3.007181288,3.316818866,3.537339744,3.70321919,3.840520909,3.948621581,4.038675058,4.378225236,4.313948093,4.023460083
30/06/2009,1.179394634,1.400763661,1.684482594,2.30329752,2.986063417,3.43153553,3.707697469,3.889948418,4.014621891,4.108866834,4.176094407,4.237363628,4.507478749,4.416772174,4.161392222
31/07/2009,0.870600462,1.090979077,1.410493447,2.149255443,2.898873503,3.362209819,3.655305882,3.856249389,3.99393844,4.096637199,4.175513267,4.244992813,4.554426296,4.498937492,4.21439003
31/08/2009,0.690039095,0.905752113,1.218792458,1.929204749,2.612279382,3.056846389,3.348751689,3.547671572,3.694134397,3.807801822,3.901211459,3.975870856,4.256951393,4.223413405,3.990301908
30/09/2009,0.542009442,0.738913503,1.096466772,1.84261713,2.526127397,2.987973947,3.280612689,3.483924736,3.64135468,3.759791734,3.85630005,3.937495246,4.206540002,4.173043138,3.963767976
31/10/2009,0.586026297,0.806817211,1.161007252,1.892799084,2.549696468,2.983539326,3.265634028,3.466427006,3.623591276,3.746277781,3.851290838,3.938260879,4.242130795,4.224434905,3.996888295
30/11/2009,0.612197422,0.841190913,1.20891311,1.742667129,2.341327509,2.754430095,3.040756304,3.256019594,3.421884251,3.555311588,3.665873911,3.763860546,4.10079358,4.110908379,3.939755546
31/12/2009,0.607999334,0.840873661,1.239782834,1.990637995,2.660078192,3.109803975,3.421474026,3.646966606,3.820296443,3.954096312,4.068659094,4.167615106,4.48670755,4.435316018,4.155497477
31/01/2010,0.61884523,0.845531131,1.251898683,1.725697571,2.338476702,2.800826062,3.141592865,3.405054427,3.614687106,3.782783511,3.91635013,4.026441457,4.344304749,4.331808785,4.072901699
28/02/2010,0.646959393,0.869748461,1.283339252,1.549608346,2.108193708,2.575213423,2.939527119,3.240763484,3.488924454,3.691102599,3.856528589,3.993187331,4.417378977,4.469892576,4.234560897
31/03/2010,0.647212623,0.879084707,1.30951826,1.558120092,2.08615626,2.523469679,2.874402607,3.163822078,3.407871757,3.605190425,3.768295798,3.90195636,4.300300583,4.33298624,4.116426735
30/04/2010,0.677193139,0.916814446,1.357242663,1.707177299,2.248420519,2.669021886,2.996413253,3.257582187,3.47781671,3.654476052,3.79970928,3.918335806,4.270680745,4.293214738,4.092557525
31/05/2010,0.70757771,0.978583854,1.412171752,1.47838544,1.891927663,2.265717195,2.590905454,2.869877987,3.113223625,3.313924151,3.478667546,3.619832864,4.041501865,4.075696704,3.950667653
30/06/2010,0.727159602,1.013923052,1.447601507,1.413166657,1.787312331,2.14855915,2.461743832,2.734074373,2.974253862,3.170614032,3.338584128,3.474416116,3.910924278,3.984403845,3.92212022
31/07/2010,0.734313933,1.020630293,1.463148621,1.390344767,1.770644861,2.128247341,2.436135175,2.712192122,2.953234677,3.154196376,3.32723163,3.47140239,3.939373285,4.061695815,4.043321076
31/08/2010,0.725536854,1.023327859,1.452066304,1.220431776,1.490223124,1.770941267,2.034299511,2.273523382,2.49044656,2.686497636,2.854365496,2.998303338,3.457541089,3.625967712,3.69423453
30/09/2010,0.732243615,1.025971558,1.460068927,1.260898143,1.526717457,1.806757802,2.077218883,2.327169805,2.556539811,2.761898285,2.940094988,3.08905836,3.54884465,3.689046131,3.734693815
31/10/2010,0.730815361,1.028538981,1.46518821,1.272791646,1.539167455,1.829460586,2.115619359,2.398599401,2.660394632,2.89965481,3.103468068,3.276245389,3.806143375,3.978508,4.025245788
30/11/2010,0.741549303,1.03357082,1.477165984,1.332735524,1.673056405,2.01850341,2.340183472,2.636232567,2.898078913,3.129113261,3.321101619,3.483958212,3.984913594,4.122664128,4.122231924
31/12/2010,0.759997726,1.050863249,1.494028163,1.500212992,1.944108888,2.330527342,2.649439378,2.920741642,3.147971954,3.338826082,3.497950952,3.621858446,4.00299317,4.068417415,3.965730941
31/01/2011,0.77680894,1.072804492,1.521496318,1.740651873,2.218261621,2.608201297,2.931698771,3.203546113,3.431320279,3.615934779,3.775865535,3.903086253,4.296721866,4.342766017,4.2021473
28/02/2011,0.802394563,1.108253605,1.563956199,1.850676495,2.295490126,2.664912679,2.964697217,3.215025613,3.42352805,3.596962177,3.736620698,3.849167654,4.170977033,4.222417452,4.128738544
31/03/2011,0.817937139,1.121746884,1.579943149,1.859760855,2.318082128,2.689647279,2.990008764,3.243103169,3.44769523,3.624737323,3.773364389,3.892764483,4.226855236,4.280450936,4.158708241
30/04/2011,0.821633873,1.104445362,1.574965031,1.637327702,2.079046681,2.463205834,2.781599731,3.038142718,3.252532829,3.428898246,3.576350654,3.69518759,4.043228295,4.128935542,4.075785038
31/05/2011,0.822245651,1.102702593,1.570383453,1.527158011,1.893090953,2.249498588,2.563166919,2.83142547,3.05548992,3.244855896,3.405786078,3.53651823,3.929545315,4.037854506,4.016808057
30/06/2011,0.821788958,1.09965151,1.560282608,1.442452268,1.822478751,2.190560586,2.526643097,2.827039846,3.085409556,3.30390871,3.494881631,3.651867368,4.113278978,4.208990587,4.175056836
31/07/2011,0.821108804,1.103931202,1.570784478,1.292091674,1.528197163,1.821051554,2.109054697,2.379672695,2.633167999,2.863921388,3.058453173,3.22582274,3.733094384,3.920954777,3.966813555
31/08/2011,0.88585969,1.170621144,1.633866109,1.256320447,1.414318782,1.648673962,1.899929788,2.144847082,2.377624343,2.59971608,2.800194347,2.975427618,3.498288413,3.720064478,3.833622327
30/09/2011,0.951986646,1.228240206,1.696803421,1.273746902,1.404137739,1.589707421,1.78928516,1.990629128,2.18589007,2.365177884,2.524284548,2.664067209,3.117944371,3.343983533,3.497852468
31/10/2011,0.980998045,1.265523637,1.742391621,1.310901178,1.431295574,1.61842411,1.829435958,2.050419453,2.26407356,2.459513442,2.629120123,2.772620165,3.193161288,3.352397357,3.41941842
30/11/2011,1.037659996,1.328527872,1.803572472,1.397513695,1.470375562,1.58767479,1.743640098,1.922473234,2.109009336,2.286599921,2.441074299,2.563731588,2.911787536,3.042985641,3.099446039
31/12/2011,1.079326101,1.363166644,1.848221059,1.315113831,1.35773718,1.436840482,1.559373241,1.707901274,1.873343051,2.048803577,2.201511119,2.329176732,2.731864689,2.933328175,3.120331342
31/01/2012,1.085358106,1.390017719,1.873096312,1.205371273,1.232665959,1.329343847,1.472434511,1.640164047,1.820417099,1.997879597,2.160799425,2.299933582,2.730944906,2.911550759,3.027920434
29/02/2012,1.062401895,1.375981263,1.865549901,1.21860564,1.282739115,1.392404672,1.548514707,1.724298421,1.910154211,2.099861408,2.273001845,2.423755104,2.900648414,3.107240187,3.253884589
31/03/2012,1.008527993,1.332589929,1.840950192,1.218024758,1.30334294,1.440455554,1.601780854,1.780278184,1.970551156,2.159949907,2.335493949,2.494483706,2.996838284,3.226859395,3.382054529
30/04/2012,1.012107148,1.327238598,1.845613294,1.361277223,1.450667206,1.559349394,1.690272246,1.843313841,2.011029066,2.175267985,2.334347364,2.481307279,2.973605119,3.211439257,3.363799283
31/05/2012,0.986992035,1.305291633,1.821067454,1.192472937,1.203169698,1.251893609,1.348988614,1.469923064,1.610243471,1.761978452,1.906279528,2.04676268,2.540344052,2.806734011,3.00091018
30/06/2012,0.878781496,1.16704928,1.661222343,0.972564711,0.997201108,1.103620502,1.26417307,1.43910285,1.625462615,1.813318767,1.987277811,2.144675599,2.644273473,2.920342435,3.127823187
31/07/2012,0.739875581,0.99951996,1.477412318,0.769864179,0.778584953,0.871816797,1.032012112,1.213937918,1.41093229,1.610087727,1.792981852,1.963928275,2.527963272,2.820916332,3.047027601
31/08/2012,0.681349374,0.932165451,1.390424784,0.769589753,0.793954309,0.887390534,1.034644547,1.206249483,1.38910169,1.581177973,1.762210553,1.932434685,2.501990626,2.817493894,3.072507955
30/09/2012,0.597124121,0.841826301,1.282515138,0.717626791,0.764525763,0.860370288,1.0024665,1.171381588,1.356688556,1.54598471,1.724125625,1.896902176,2.495742288,2.847157397,3.134009632
31/10/2012,0.526774911,0.709172748,1.089671457,0.689574515,0.769927121,0.893792845,1.05885679,1.243423239,1.440541354,1.633439798,1.823431428,2.002872059,2.60907175,2.932086908,3.201595076
30/11/2012,0.523986955,0.680679563,1.023452655,0.730676104,0.805548319,0.911330758,1.056021664,1.217343092,1.392398187,1.571156219,1.749359544,1.9167387,2.509834838,2.835099305,3.084379449
31/12/2012,0.515023732,0.666652426,1.00864602,0.707458051,0.773091372,0.875765779,1.020159227,1.187343066,1.371118591,1.556778076,1.734947205,1.904058352,2.539644026,2.908127734,3.181517442
31/01/2013,0.51336891,0.648717921,0.976467005,0.748873246,0.860602979,1.012110303,1.192755533,1.388084253,1.589726544,1.791832622,1.982661056,2.160982781,2.784588177,3.13374864,3.402356183
28/02/2013,0.509663867,0.615017852,0.92817906,0.599663676,0.69451465,0.854589747,1.054014743,1.267050478,1.48535528,1.699027846,1.899050158,2.081158798,2.711626893,3.070826827,3.376890748
31/03/2013,0.50593464,0.599500259,0.901549873,0.610011101,0.674561216,0.795482407,0.969204684,1.162529879,1.366077614,1.574184328,1.771550415,1.95298364,2.590947374,2.939941545,3.229868872
30/04/2013,0.504283659,0.589920551,0.882970318,0.580549646,0.636835682,0.746375752,0.899944356,1.07884851,1.274752065,1.473823802,1.662779674,1.840017774,2.469681049,2.828390839,3.109065045
31/05/2013,0.504790298,0.585790966,0.876246532,0.68611004,0.813489186,0.980094716,1.173457356,1.375220945,1.583565708,1.788740674,1.983089531,2.160009238,2.769416226,3.098232046,3.341246174
30/06/2013,0.509138776,0.596526886,0.890238284,0.809383474,1.019890715,1.298554883,1.572096244,1.825145608,2.06684937,2.282187852,2.466205776,2.618338643,3.101543066,3.341276361,3.487074168
31/07/2013,0.507954639,0.580204292,0.855708351,0.692181934,0.855221453,1.115557121,1.405965916,1.684657002,1.948910621,2.185815547,2.394840502,2.571338746,3.111975686,3.362920741,3.501189464
31/08/2013,0.513472271,0.591130704,0.865078324,0.831426795,1.104404035,1.427204973,1.733315496,2.010176233,2.252612053,2.464240635,2.639852058,2.782096044,3.229153132,3.410362921,3.469482019
30/09/2013,0.517360735,0.588660717,0.870886749,0.837331784,1.129531489,1.452695115,1.748471685,2.009288806,2.241621839,2.445897229,2.619228998,2.764106697,3.204044132,3.380611921,3.435009544
31/10/2013,0.513042775,0.58519878,0.864066173,0.796651983,1.071344583,1.388971987,1.68769044,1.945363938,2.170816535,2.374424546,2.551478465,2.698156419,3.143020976,3.321372411,3.386599996
